id,target
250,0.7198250664400594
251,0.5452148842713608
252,0.581992506619136
253,0.9134751968680909
254,0.6355712998206265
255,0.3130589581529062
256,0.3959270000867419
257,0.13895876163407184
258,0.7645169930032705
259,0.21247900606458048
260,0.5113678446841721
261,0.3080054722766329
262,0.2471950588324246
263,0.7544033617625812
264,0.2797863201935048
265,0.8136537178764869
266,0.5591569589235369
267,0.7442799547656613
268,0.5306776110300104
269,0.5079634742154527
270,0.4085830164764021
271,0.8116663514493369
272,0.5575114399421932
273,0.3848048113621932
274,0.38279666814370655
275,0.7112028556378184
276,0.022301066236550846
277,0.8796560046956107
278,0.6443006066348929
279,0.5833800734964355
280,0.26694539893082725
281,0.2311855396423285
282,0.4232119832711353
283,0.16371320312944315
284,0.5978712160839084
285,0.15748125802402682
286,0.7666505026180437
287,0.7916475822379737
288,0.890141264505246
289,0.929923960995499
290,0.38275336746743116
291,0.305532965547348
292,0.7499769419604981
293,0.6719987997519764
294,0.4213839218575929
295,0.7793339576942788
296,0.5994104593228952
297,0.5250381716672532
298,0.7080234128371453
299,0.15655304469734224
300,0.5574337690918224
301,0.5892162166261606
302,0.8521264027776944
303,0.8546333518009607
304,0.7023224244666806
305,0.8123095996317989
306,0.9784640194461661
307,0.7427610954839697
308,0.8191348970847617
309,0.22154801304127336
310,0.8452613524331409
311,0.7640717113178643
312,0.8777131176475508
313,0.8002955311199764
314,0.04713048419353169
315,0.2886244612743517
316,0.8606340074793881
317,0.7928121695244225
318,0.07442615561923967
319,0.9416005852390502
320,0.7830550961686672
321,0.49140840643046213
322,0.41683185554049695
323,0.8460619712327533
324,0.7830428020393057
325,0.38164666272581316
326,0.20295549771921034
327,0.23464808121215527
328,0.20523910870143208
329,0.5747684103845058
330,0.07808935902745213
331,0.3052050147871003
332,0.1916898662222312
333,0.06093670473269535
334,0.9200175568218044
335,0.70294414666539
336,0.5220559359152551
337,0.6526640569368117
338,0.7680649412835137
339,0.14259247860491223
340,0.9064386276223106
341,0.19034190047991412
342,0.42935621080524855
343,0.6732291732553113
344,0.8864012820866327
345,0.42371643504979345
346,0.5866753385021513
347,0.5826789871638373
348,0.8924305176587215
349,0.6837552213749933
350,0.8253462884654141
351,0.5716767389856887
352,0.3900483016752425
353,0.39389426575939335
354,0.6678216338087767
355,0.6197817245940797
356,0.029382366518820015
357,0.2223001869317318
358,0.46745983526039003
359,0.4286596089551332
360,0.928562199240362
361,0.5819327742893247
362,0.30415463137553667
363,0.8300634616759415
364,0.30912629724196405
365,0.0918949799617138
366,0.6537016866707541
367,0.34773267111279016
368,0.05998953122360079
369,0.8746348601891561
370,0.4849005834960734
371,0.5891100136303505
372,0.16214703325547505
373,0.4805919194057289
374,0.8151458977788195
375,0.9582250903325152
376,0.25749098706339046
377,0.37369695078287757
378,0.7002443212580152
379,0.12488782509762732
380,0.6701119226859442
381,0.95010491899235
382,0.7085772588882129
383,0.8798582825401339
384,0.45892409173477383
385,0.47952330241486507
386,0.9398349699777054
387,0.7767853797970685
388,0.027542677442164307
389,0.12698801096610748
390,0.8765600305941113
391,0.27557103475316724
392,0.558584430476144
393,0.34375013636789753
394,0.7633922479562504
395,0.7318291970874848
396,0.2141405154833096
397,0.4160363706967699
398,0.5243707563816353
399,0.7721445055355525
400,0.605174167863571
401,0.824272162186932
402,0.0856585280970616
403,0.5447657139346299
404,0.3391123637315459
405,0.7422708075760647
406,0.5607726214738221
407,0.04710599074776341
408,0.4742768844314546
409,0.5819717104417762
410,0.9794767518583649
411,0.808953835759572
412,0.3859076663384227
413,0.8759224766449583
414,0.9404097967166949
415,0.9030211393495179
416,0.47006682176743575
417,0.6894454497191154
418,0.30198884826164557
419,0.8321209950644003
420,0.5983257607091895
421,0.15455138415742975
422,0.5846217834856066
423,0.9432257391317975
424,0.4620681655053437
425,0.172644353549559
426,0.1997491354936286
427,0.5497094834344676
428,0.9115684388395485
