id,target
250,0.646645972303664
251,0.6191678729328356
252,0.651046443747558
253,0.666438596444723
254,0.5940108221719386
255,0.6131494234586782
256,0.6217954837453731
257,0.6314688558016173
258,0.653100034694573
259,0.6128779495066761
260,0.6579822495302019
261,0.6207019851284638
262,0.5842284049386167
263,0.6332330232344554
264,0.6226196596202241
265,0.6654838579414346
266,0.6345248279178414
267,0.6725605505556659
268,0.6190717430281387
269,0.6041627448889759
270,0.6475888647118009
271,0.6592307103647368
272,0.635372874540036
273,0.6273515774481364
274,0.630296597234512
275,0.6531449697782061
276,0.5349933211478572
277,0.6649221294154595
278,0.6282011492187014
279,0.650971935949551
280,0.6078852593176156
281,0.5885596528725509
282,0.6279953665459626
283,0.5902149827210771
284,0.660662173518352
285,0.6183815977826926
286,0.6445575144604682
287,0.6437490407485741
288,0.6743344495412722
289,0.6854798409676817
290,0.6200202385422262
291,0.5999528441219948
292,0.6609923184384591
293,0.6310626741930092
294,0.6393347031258653
295,0.6835095184047155
296,0.660187610937207
297,0.6302079555836138
298,0.6420762146504787
299,0.6193760405482837
300,0.6190860959956657
301,0.6361416639452887
302,0.6243397791170463
303,0.657492582277137
304,0.6570916067383443
305,0.6457024745540262
306,0.6947650432650398
307,0.6805718071353479
308,0.6766238826757157
309,0.6014196342295742
310,0.6560269029997533
311,0.6474355854304629
312,0.6781378713166
313,0.6675017053942424
314,0.5688252500340082
315,0.575487968389119
316,0.6827081290711171
317,0.6601318273100301
318,0.5771291555923745
319,0.6678337879036802
320,0.6417826107059706
321,0.6126521951250808
322,0.6242951496438606
323,0.6685729968750371
324,0.6713308080041093
325,0.6161459901472028
326,0.5989414731165738
327,0.6291962637189128
328,0.6384238582008441
329,0.6581393676419554
330,0.5790776188500029
331,0.632692648041618
332,0.6120822375099678
333,0.5583024969072597
334,0.7077511482743633
335,0.6658253951367984
336,0.6302679187776082
337,0.6477022354961168
338,0.6619527287715244
339,0.5910174981173137
340,0.6706864304189601
341,0.6036317014344104
342,0.6136394011874313
343,0.6533427867773645
