id,target
250,0.7069672885514566
251,0.5666756654755885
252,0.6796282501260028
253,0.7395645421049932
254,0.4540441649915876
255,0.3718704839971409
256,0.4409763400466952
257,0.21901198212775208
258,0.7952633738457978
259,0.3026566573428141
260,0.6247030159271257
261,0.3949429135522817
262,0.37494603810454025
263,0.8600027064765063
264,0.2854268754673637
265,0.8498914551684469
266,0.4396128407321302
267,0.9255036542756323
268,0.45647352302780475
269,0.31847025956207675
270,0.6365963337889659
271,0.8236995390844085
272,0.5675556467513438
273,0.4058596848430169
274,0.3001405764344276
275,0.6689732140608299
276,0.044399314004274396
277,0.832875184605422
278,0.7858330422721822
279,0.743941354978139
280,0.4192842947990626
281,0.4352903238405505
282,0.5386803346398691
283,0.16896655037104552
284,0.6608148157478914
285,0.39116463664905154
286,0.4289457990273185
287,0.481994407755558
288,0.7188682816757513
289,0.9600753955939378
290,0.5884006717674817
291,0.4007902987971795
292,0.7011093630410066
293,0.5830626742259186
294,0.46941811213075646
295,0.7566060281662643
296,0.6273050696761067
297,0.7540627574934331
298,0.6990732322070662
299,0.3809057868715469
300,0.5135269576185565
301,0.6423730873000485
302,0.7851994020527865
303,0.7715483142533957
304,0.5708846329386817
305,0.6074714775850294
306,0.9744774722997851
307,0.7590373760374276
308,0.9459511738209823
309,0.21983184144832743
310,0.8467200040363769
311,0.8448359993565301
312,0.9371292972928789
313,0.7917626130473563
314,0.23772383506266423
315,0.26628658319602916
316,0.7870446581460174
317,0.7719125174746669
318,0.13876479665832886
319,0.8311769344537709
320,0.6787868674692924
321,0.5100548520922261
322,0.4730718754633579
323,0.8117227066749853
324,0.7260992085387576
325,0.6374834389323845
326,0.40062652289018347
327,0.4914694335244705
328,0.4732289233412793
329,0.5484344211072507
330,0.26406886687986275
331,0.4688355068571954
332,0.3039014784633011
333,0.14626063067699072
334,0.8994471191727904
335,0.7301882334798732
336,0.44084359886917834
337,0.6168618155519305
338,0.6494616347752348
339,0.24755001350440467
340,0.8233789658353935
341,0.2714581389717916
342,0.6368369230656239
343,0.8161316286389926
344,0.8864106225298286
345,0.4835380733365919
346,0.5588596638909082
347,0.5226081378862641
348,0.7905648136991397
349,0.731270819458866
350,0.6800263391634072
351,0.6704962233467532
352,0.47345056045006195
353,0.46201642110379104
354,0.6769279618606849
355,0.7236638359308228
356,0.18694323989433503
357,0.4141150814867616
358,0.6354518985819171
359,0.709259749717713
360,0.9015085729133665
361,0.6176038703433657
362,0.26800945340316423
363,0.7644128734008184
364,0.6397250306001858
365,0.05827105322073557
366,0.6028273683672175
367,0.665933288897821
368,0.23379431589638858
369,0.8239552149148794
370,0.4521019811095736
371,0.7991561208476708
372,0.23236192106592762
373,0.5707883682586364
374,0.7167870282766562
375,0.8665263699462972
376,0.24660084027436202
377,0.3913972738352045
378,0.7241100343399158
379,0.2835831429589032
380,0.5260354303001612
381,0.910776087197812
382,0.7521842668402169
383,0.9223997872876961
384,0.49698016324973
385,0.6537022986253072
386,0.9435795635740696
387,0.6289796857577047
388,0.08000288117427354
389,0.22444982897954396
390,0.8682992849160838
391,0.33742447596126396
392,0.6601926962239328
393,0.5694806014387731
394,0.7982104135709351
395,0.8127220919367727
396,0.2467518491265891
397,0.4274575116253728
398,0.7745664560651555
399,0.6696665495809849
400,0.5222177666865274
401,0.546516547582298
402,0.1986507159355647
403,0.4100526988795953
404,0.41876244360070186
405,0.838827207956003
406,0.5813021868754897
407,0.1957767312189161
408,0.30342771322339424
409,0.5946060941530482
410,0.924658066234554
411,0.8122505967697837
412,0.5208521230579451
413,0.7950164649520056
414,0.9129907743413386
415,0.7094335551086038
416,0.5926732103959553
417,0.6392352372767642
418,0.328347879359912
419,0.747655193592486
420,0.743541152381425
421,0.4205391421525968
422,0.4673996221467789
423,0.9811599952277269
424,0.5947267089017717
425,0.3133263185654295
426,0.39002873601880017
427,0.5527399599641022
428,0.8477116076944162
429,0.254496228245133
430,0.5259872035245046
431,0.544231795691361
432,0.5771767965274837
433,0.7611236803723944
434,0.8497579825876567
435,0.12578568706641294
436,0.3423376071469231
437,0.40441900752306803
438,0.7989113256937195
439,0.6203272357183558
440,0.26908579669812277
441,0.246317663220466
442,0.6065953106468944
443,0.29741564920674973
444,0.5256001949303832
445,0.21597986184411755
446,0.9035186417409984
447,0.3042748111869169
448,0.42256659356761833
449,0.6217265820510445
450,0.007108893602806539
451,0.6043088832029477
452,0.44669650642943404
453,0.2248062230197906
454,0.6388301158372859
455,0.6364636950818591
456,0.5236594904114994
457,0.366280276993859
458,0.4771889748441138
459,0.7190474365089704
460,0.7260702685508196
461,0.861161229153187
462,0.4703509411586867
463,0.17686387270882276
464,0.6331581144753784
465,0.8349538923262583
466,0.885559943135865
467,0.6306691618427163
468,0.940169845130903
469,0.32513836042244254
470,0.354892683784998
471,0.5050940410555305
472,0.6703511574756728
473,0.44525505239327245
474,0.9631218350255714
475,0.557825008685135
476,0.7584842869336434
477,0.9703960272596346
478,0.9789310139072871
479,0.7396744724671859
480,0.43592195033686204
481,0.4327129017065462
482,0.9202768125888725
483,0.22000200228916403
484,0.5415754476733008
485,0.44247419820223827
486,0.5586667740863087
487,0.6557877162507524
488,0.7478814970823712
489,0.8956591447905294
490,0.4770799998333862
491,0.37550759019543195
492,0.22322251406817584
493,0.9134744594600552
494,0.7619634286829502
495,0.35519440589927165
496,0.603646577954839
497,0.3979887421088703
498,0.3384259073329386
499,0.6681021434940051
500,0.978710163430239
501,0.7783829722030393
502,0.4888385074936483
503,0.7417845114949935
504,0.7030966389569215
505,0.9067890707953302
506,0.47509698914420245
507,0.24701318731640287
508,0.509540590138385
509,0.8465258641725271
510,0.7653905476844347
511,0.6686122817268285
512,0.4294687041062779
