id,target
250,0.7069740696532779
251,0.5666698215827125
252,0.6796264017978629
253,0.7395624213449807
254,0.4540417372206019
255,0.3718788135282702
256,0.44097952830728965
257,0.2190104795773657
258,0.7952722679962593
259,0.30265401634480527
260,0.6247079311937963
261,0.39494217425111267
262,0.3749553105981462
263,0.8599855398078222
264,0.28543216325664716
265,0.8498953767421231
266,0.43959744372580656
267,0.9255157962634855
268,0.45647770411525285
269,0.31847244934384866
270,0.636605231720439
271,0.8236939725566725
272,0.5675484905262825
273,0.4058499071392795
274,0.30014186762809497
275,0.6689632627886833
276,0.044402103753902446
277,0.8328741782932295
278,0.7858378706201784
279,0.7439370675957376
280,0.4192832503437736
281,0.43529598803233077
282,0.5386722434830453
283,0.16896910862212036
284,0.6608235627119926
285,0.39116013216206125
286,0.4289551755382169
287,0.48200023921037327
288,0.7188639847478226
289,0.9600780716972555
290,0.588391298238325
291,0.4007994435604173
292,0.7010984690219987
293,0.5830617195516876
294,0.46942046439577195
295,0.7566013932146621
296,0.6273158143163071
297,0.7540713318061572
298,0.6990630298123606
299,0.38089284524846223
300,0.5135155245187073
301,0.6423738587042721
302,0.785195806616567
303,0.7715413948517835
304,0.570876088638641
305,0.6074847793899846
306,0.9744839061047177
307,0.7590236794757081
308,0.9459570189147748
309,0.21983546285987754
310,0.8467153782506821
311,0.8448416246016227
312,0.9371326307399431
313,0.7917675798236439
314,0.2377207707286179
315,0.266281793985544
316,0.7870453292972307
317,0.7719213734040771
318,0.13876318651965133
319,0.8311798737982845
320,0.6788053300836729
321,0.5100556364514767
322,0.47307378155476987
323,0.8117441149366078
324,0.7260958288914038
325,0.6375057306166005
326,0.40062849751829055
327,0.49145949888903456
328,0.47321491596057835
329,0.5484401280676113
330,0.26407512737108
331,0.46883991162386657
332,0.3039085962887056
333,0.14625847526210176
334,0.8994425778491538
335,0.7301873063129446
336,0.4408437528661534
337,0.6168576027507156
338,0.6494584372055755
339,0.24754935904141592
340,0.823383580297154
341,0.2714652836127573
342,0.6368403516826864
343,0.8161436271110282
344,0.8864179130578961
345,0.48354265710641287
